Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Element Code,Element,ISO Currency Code,Currency,Year Code,Year,Months Code,Months,Unit,Value,Flag
#country+code,#date+start,#date+end,,,#country+name,,,,,,#date+year,,,#indicator+type,#indicator+value+num,
MYS,2010-03-01,2010-03-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2010,2010,7003,March,,3.325532608700,X
MYS,2010-04-01,2010-04-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2010,2010,7004,April,,3.206238636400,X
MYS,2010-05-01,2010-05-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2010,2010,7005,May,,3.253512500000,X
MYS,2010-06-01,2010-06-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2010,2010,7006,June,,3.264511363600,X
MYS,2010-07-01,2010-07-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2010,2010,7007,July,,3.208477272700,X
MYS,2010-08-01,2010-08-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2010,2010,7008,August,,3.153845238100,X
MYS,2010-09-01,2010-09-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2010,2010,7009,September,,3.106167500000,X
MYS,2010-10-01,2010-10-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2010,2010,7010,October,,3.100535714300,X
MYS,2010-11-01,2010-11-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2010,2010,7011,November,,3.114977500000,X
MYS,2010-12-01,2010-12-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2010,2010,7012,December,,3.128407142900,X
MYS,2011-01-01,2011-12-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2011,2011,7021,Annual value,,3.060003010500,X
MYS,2011-01-01,2011-01-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2011,2011,7001,January,,3.061062500000,X
MYS,2011-02-01,2011-02-28,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2011,2011,7002,February,,3.044156250000,X
MYS,2011-03-01,2011-03-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2011,2011,7003,March,,3.036823913000,X
MYS,2011-04-01,2011-04-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2011,2011,7004,April,,3.012738095200,X
MYS,2011-05-01,2011-05-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2011,2011,7005,May,,3.013155000000,X
MYS,2011-06-01,2011-06-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2011,2011,7006,June,,3.029752272700,X
MYS,2011-07-01,2011-07-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2011,2011,7007,July,,2.995007142900,X
MYS,2011-08-01,2011-08-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2011,2011,7008,August,,2.985283333300,X
MYS,2011-09-01,2011-09-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2011,2011,7009,September,,3.085552500000,X
MYS,2011-10-01,2011-10-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2011,2011,7010,October,,3.140282500000,X
MYS,2011-11-01,2011-11-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2011,2011,7011,November,,3.153425000000,X
MYS,2011-12-01,2011-12-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2011,2011,7012,December,,3.162797619000,X
MYS,2012-01-01,2012-12-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2012,2012,7021,Annual value,,3.088800866600,X
MYS,2012-01-01,2012-01-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2012,2012,7001,January,,3.113578947400,X
MYS,2012-02-01,2012-02-29,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2012,2012,7002,February,,3.023588888900,X
MYS,2012-03-01,2012-03-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2012,2012,7003,March,,3.044340909100,X
MYS,2012-04-01,2012-04-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2012,2012,7004,April,,3.061942500000,X
MYS,2012-05-01,2012-05-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2012,2012,7005,May,,3.102970454500,X
MYS,2012-06-01,2012-06-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2012,2012,7006,June,,3.178964285700,X
MYS,2012-07-01,2012-07-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2012,2012,7007,July,,3.168159090900,X
MYS,2012-08-01,2012-08-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2012,2012,7008,August,,3.117167500000,X
MYS,2012-09-01,2012-09-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2012,2012,7009,September,,3.082397368400,X
MYS,2012-10-01,2012-10-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2012,2012,7010,October,,3.058070454500,X
MYS,2012-11-01,2012-11-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2012,2012,7011,November,,3.058487500000,X
MYS,2012-12-01,2012-12-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2012,2012,7012,December,,3.055942500000,X
MYS,2013-01-01,2013-12-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2013,2013,7021,Annual value,,3.150908550100,X
MYS,2013-01-01,2013-01-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2013,2013,7001,January,,3.038952500000,X
MYS,2013-02-01,2013-02-28,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2013,2013,7002,February,,3.097750000000,X
MYS,2013-03-01,2013-03-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2013,2013,7003,March,,3.107630952400,X
MYS,2013-04-01,2013-04-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2013,2013,7004,April,,3.049784090900,X
MYS,2013-05-01,2013-05-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2013,2013,7005,May,,3.016809523800,X
MYS,2013-06-01,2013-06-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2013,2013,7006,June,,3.148875000000,X
MYS,2013-07-01,2013-07-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2013,2013,7007,July,,3.190560869600,X
MYS,2013-08-01,2013-08-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2013,2013,7008,August,,3.281650000000,X
MYS,2013-09-01,2013-09-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2013,2013,7009,September,,3.250275000000,X
MYS,2013-10-01,2013-10-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2013,2013,7010,October,,3.178754545500,X
MYS,2013-11-01,2013-11-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2013,2013,7011,November,,3.200562500000,X
MYS,2013-12-01,2013-12-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2013,2013,7012,December,,3.249297619000,X
MYS,2014-01-01,2014-12-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2014,2014,7021,Annual value,,3.272859746400,X
MYS,2014-01-01,2014-01-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2014,2014,7001,January,,3.304434210500,X
MYS,2014-02-01,2014-02-28,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2014,2014,7002,February,,3.308213157900,X
MYS,2014-03-01,2014-03-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2014,2014,7003,March,,3.282980952400,X
MYS,2014-04-01,2014-04-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2014,2014,7004,April,,3.257865909100,X
MYS,2014-05-01,2014-05-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2014,2014,7005,May,,3.228460000000,X
MYS,2014-06-01,2014-06-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2014,2014,7006,June,,3.218416666700,X
MYS,2014-07-01,2014-07-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2014,2014,7007,July,,3.184240000000,X
MYS,2014-08-01,2014-08-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2014,2014,7008,August,,3.178445238100,X
MYS,2014-09-01,2014-09-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2014,2014,7009,September,,3.218150000000,X
MYS,2014-10-01,2014-10-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2014,2014,7010,October,,3.268788095200,X
MYS,2014-11-01,2014-11-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2014,2014,7011,November,,3.344050000000,X
MYS,2014-12-01,2014-12-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2014,2014,7012,December,,3.480272727300,X
MYS,2015-01-01,2015-12-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2015,2015,7021,Annual value,,3.905500263000,X
MYS,2015-01-01,2015-01-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2015,2015,7001,January,,3.583511904800,X
MYS,2015-02-01,2015-02-28,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2015,2015,7002,February,,3.592640625000,X
MYS,2015-03-01,2015-03-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2015,2015,7003,March,,3.680875000000,X
MYS,2015-04-01,2015-04-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2015,2015,7004,April,,3.635636363600,X
MYS,2015-05-01,2015-05-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2015,2015,7005,May,,3.603631578900,X
MYS,2015-06-01,2015-06-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2015,2015,7006,June,,3.739081818200,X
MYS,2015-07-01,2015-07-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2015,2015,7007,July,,3.801056818200,X
MYS,2015-08-01,2015-08-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2015,2015,7008,August,,4.060100000000,X
MYS,2015-09-01,2015-09-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2015,2015,7009,September,,4.311700000000,X
MYS,2015-10-01,2015-10-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2015,2015,7010,October,,4.268100000000,X
MYS,2015-11-01,2015-11-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2015,2015,7011,November,,4.308600000000,X
MYS,2015-12-01,2015-12-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2015,2015,7012,December,,4.281069047600,X
MYS,2016-01-01,2016-12-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2016,2016,7021,Annual value,,4.148300662900,X
MYS,2016-01-01,2016-01-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2016,2016,7001,January,,4.348100000000,X
MYS,2016-02-01,2016-02-29,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2016,2016,7002,February,,4.185900000000,X
MYS,2016-03-01,2016-03-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2016,2016,7003,March,,4.076800000000,X
MYS,2016-04-01,2016-04-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2016,2016,7004,April,,3.904500000000,X
MYS,2016-05-01,2016-05-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2016,2016,7005,May,,4.048200000000,X
MYS,2016-06-01,2016-06-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2016,2016,7006,June,,4.087100000000,X
MYS,2016-07-01,2016-07-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2016,2016,7007,July,,4.019500000000,X
MYS,2016-08-01,2016-08-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2016,2016,7008,August,,4.026909090900,X
MYS,2016-09-01,2016-09-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2016,2016,7009,September,,4.108675000000,X
MYS,2016-10-01,2016-10-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2016,2016,7010,October,,4.177587500000,X
MYS,2016-11-01,2016-11-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2016,2016,7011,November,,4.334886363600,X
MYS,2016-12-01,2016-12-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2016,2016,7012,December,,4.461450000000,X
MYS,2017-01-01,2017-12-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2017,2017,7021,Annual value,,4.300440877600,X
MYS,2017-01-01,2017-01-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2017,2017,7001,January,,4.459550000000,X
MYS,2017-02-01,2017-02-28,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2017,2017,7002,February,,4.446027777800,X
MYS,2017-03-01,2017-03-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2017,2017,7003,March,,4.439347826100,X
MYS,2017-04-01,2017-04-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2017,2017,7004,April,,4.407236842100,X
MYS,2017-05-01,2017-05-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2017,2017,7005,May,,4.313785714300,X
MYS,2017-06-01,2017-06-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2017,2017,7006,June,,4.276500000000,X
MYS,2017-07-01,2017-07-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2017,2017,7007,July,,4.290309523800,X
MYS,2017-08-01,2017-08-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2017,2017,7008,August,,4.284340909100,X
MYS,2017-09-01,2017-09-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2017,2017,7009,September,,4.208861111100,X
MYS,2017-10-01,2017-10-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2017,2017,7010,October,,4.228857142900,X
MYS,2017-11-01,2017-11-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2017,2017,7011,November,,4.172500000000,X
MYS,2017-12-01,2017-12-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2017,2017,7012,December,,4.077973684200,X
MYS,2018-01-01,2018-12-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2018,2018,7021,Annual value,,4.035130137100,X
MYS,2018-01-01,2018-01-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2018,2018,7001,January,,3.957785714300,X
MYS,2018-02-01,2018-02-28,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2018,2018,7002,February,,3.912305555600,X
MYS,2018-03-01,2018-03-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2018,2018,7003,March,,3.903090909100,X
MYS,2018-04-01,2018-04-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2018,2018,7004,April,,3.886214285700,X
MYS,2018-05-01,2018-05-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2018,2018,7005,May,,3.963697368400,X
MYS,2018-06-01,2018-06-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2018,2018,7006,June,,3.999850000000,X
MYS,2018-07-01,2018-07-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2018,2018,7007,July,,4.049295454500,X
MYS,2018-08-01,2018-08-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2018,2018,7008,August,,4.091666666700,X
MYS,2018-09-01,2018-09-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2018,2018,7009,September,,4.139617647100,X
MYS,2018-10-01,2018-10-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2018,2018,7010,October,,4.158413043500,X
MYS,2018-11-01,2018-11-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2018,2018,7011,November,,4.186725000000,X
MYS,2018-12-01,2018-12-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2018,2018,7012,December,,4.172900000000,X
MYS,2019-01-01,2019-12-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2019,2019,7021,Annual value,,4.142469735700,X
MYS,2019-01-01,2019-01-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2019,2019,7001,January,,4.116071428600,X
MYS,2019-02-01,2019-02-28,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2019,2019,7002,February,,4.074588235300,X
MYS,2019-03-01,2019-03-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2019,2019,7003,March,,4.079047619000,X
MYS,2019-04-01,2019-04-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2019,2019,7004,April,,4.114045454500,X
MYS,2019-05-01,2019-05-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2019,2019,7005,May,,4.170850000000,X
MYS,2019-06-01,2019-06-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2019,2019,7006,June,,4.161694444400,X
MYS,2019-07-01,2019-07-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2019,2019,7007,July,,4.124431818200,X
MYS,2019-08-01,2019-08-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2019,2019,7008,August,,4.188095238100,X
MYS,2019-09-01,2019-09-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2019,2019,7009,September,,4.185472222200,X
MYS,2019-10-01,2019-10-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2019,2019,7010,October,,4.187852272700,X
MYS,2019-11-01,2019-11-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2019,2019,7011,November,,4.158964285700,X
MYS,2019-12-01,2019-12-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2019,2019,7012,December,,4.148523809500,X
MYS,2020-01-01,2020-12-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2020,2020,7021,Annual value,,4.203481948500,X
MYS,2020-01-01,2020-01-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2020,2020,7001,January,,4.079654761900,X
MYS,2020-02-01,2020-02-29,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2020,2020,7002,February,,4.163375000000,X
MYS,2020-03-01,2020-03-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2020,2020,7003,March,,4.296363636400,X
MYS,2020-04-01,2020-04-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2020,2020,7004,April,,4.355340909100,X
MYS,2020-05-01,2020-05-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2020,2020,7005,May,,4.341812500000,X
MYS,2020-06-01,2020-06-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2020,2020,7006,June,,4.275452381000,X
MYS,2020-07-01,2020-07-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2020,2020,7007,July,,4.265715909100,X
MYS,2020-08-01,2020-08-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2020,2020,7008,August,,4.190657894700,X
MYS,2020-09-01,2020-09-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2020,2020,7009,September,,4.150690476200,X
MYS,2020-10-01,2020-10-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2020,2020,7010,October,,4.152714285700,X
MYS,2020-11-01,2020-11-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2020,2020,7011,November,,4.113823810000,X
MYS,2020-12-01,2020-12-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2020,2020,7012,December,,4.056181818200,X
MYS,2021-01-01,2021-12-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2021,2021,7021,Annual value,,4.143297598200,X
MYS,2021-01-01,2021-01-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2021,2021,7001,January,,4.036868421100,X
MYS,2021-02-01,2021-02-28,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2021,2021,7002,February,,4.045444444400,X
MYS,2021-03-01,2021-03-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2021,2021,7003,March,,4.109456521700,X
MYS,2021-04-01,2021-04-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2021,2021,7004,April,,4.124142857100,X
MYS,2021-05-01,2021-05-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2021,2021,7005,May,,4.127533333300,X
MYS,2021-06-01,2021-06-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2021,2021,7006,June,,4.134790476200,X
MYS,2021-07-01,2021-07-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2021,2021,7007,July,,4.198480952400,X
MYS,2021-08-01,2021-08-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2021,2021,7008,August,,4.222915000000,X
MYS,2021-09-01,2021-09-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2021,2021,7009,September,,4.166204761900,X
MYS,2021-10-01,2021-10-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2021,2021,7010,October,,4.163440000000,X
MYS,2021-11-01,2021-11-30,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2021,2021,7011,November,,4.180185714300,X
MYS,2021-12-01,2021-12-31,131,'458,Malaysia,LCU,Local currency units per USD,MYR,Malaysian Ringgit,2021,2021,7012,December,,4.210108695700,X
MYS,1970-01-01,1970-12-31,131,'458,Malaysia,SLC,Standard local currency units per USD,MYR,Malaysian Ringgit,1970,1970,7021,Annual value,,3.061220002100,X
MYS,1971-01-01,1971-12-31,131,'458,Malaysia,SLC,Standard local currency units per USD,MYR,Malaysian Ringgit,1971,1971,7021,Annual value,,3.052260429800,X
MYS,1972-01-01,1972-12-31,131,'458,Malaysia,SLC,Standard local currency units per USD,MYR,Malaysian Ringgit,1972,1972,7021,Annual value,,2.819555868300,X
MYS,1973-01-01,1973-12-31,131,'458,Malaysia,SLC,Standard local currency units per USD,MYR,Malaysian Ringgit,1973,1973,7021,Annual value,,2.443329654900,X
MYS,1974-01-01,1974-12-31,131,'458,Malaysia,SLC,Standard local currency units per USD,MYR,Malaysian Ringgit,1974,1974,7021,Annual value,,2.407066665900,X
MYS,1975-01-01,1975-12-31,131,'458,Malaysia,SLC,Standard local currency units per USD,MYR,Malaysian Ringgit,1975,1975,7021,Annual value,,2.393783333200,X
MYS,1976-01-01,1976-12-31,131,'458,Malaysia,SLC,Standard local currency units per USD,MYR,Malaysian Ringgit,1976,1976,7021,Annual value,,2.541574999200,X
MYS,1977-01-01,1977-12-31,131,'458,Malaysia,SLC,Standard local currency units per USD,MYR,Malaysian Ringgit,1977,1977,7021,Annual value,,2.461283332400,X
MYS,1978-01-01,1978-12-31,131,'458,Malaysia,SLC,Standard local currency units per USD,MYR,Malaysian Ringgit,1978,1978,7021,Annual value,,2.316041665800,X
MYS,1979-01-01,1979-12-31,131,'458,Malaysia,SLC,Standard local currency units per USD,MYR,Malaysian Ringgit,1979,1979,7021,Annual value,,2.188441665900,X
MYS,1980-01-01,1980-12-31,131,'458,Malaysia,SLC,Standard local currency units per USD,MYR,Malaysian Ringgit,1980,1980,7021,Annual value,,2.176883332400,X
MYS,1981-01-01,1981-12-31,131,'458,Malaysia,SLC,Standard local currency units per USD,MYR,Malaysian Ringgit,1981,1981,7021,Annual value,,2.304124999200,X
MYS,1982-01-01,1982-12-31,131,'458,Malaysia,SLC,Standard local currency units per USD,MYR,Malaysian Ringgit,1982,1982,7021,Annual value,,2.335391665800,X
MYS,1983-01-01,1983-12-31,131,'458,Malaysia,SLC,Standard local currency units per USD,MYR,Malaysian Ringgit,1983,1983,7021,Annual value,,2.321249999200,X
MYS,1984-01-01,1984-12-31,131,'458,Malaysia,SLC,Standard local currency units per USD,MYR,Malaysian Ringgit,1984,1984,7021,Annual value,,2.343641666200,X
MYS,1985-01-01,1985-12-31,131,'458,Malaysia,SLC,Standard local currency units per USD,MYR,Malaysian Ringgit,1985,1985,7021,Annual value,,2.483041666700,X
MYS,1986-01-01,1986-12-31,131,'458,Malaysia,SLC,Standard local currency units per USD,MYR,Malaysian Ringgit,1986,1986,7021,Annual value,,2.581441666700,X
MYS,1987-01-01,1987-12-31,131,'458,Malaysia,SLC,Standard local currency units per USD,MYR,Malaysian Ringgit,1987,1987,7021,Annual value,,2.519638333300,X
MYS,1988-01-01,1988-12-31,131,'458,Malaysia,SLC,Standard local currency units per USD,MYR,Malaysian Ringgit,1988,1988,7021,Annual value,,2.618783333300,X
MYS,1989-01-01,1989-12-31,131,'458,Malaysia,SLC,Standard local currency units per USD,MYR,Malaysian Ringgit,1989,1989,7021,Annual value,,2.708841666700,X
MYS,1990-01-01,1990-12-31,131,'458,Malaysia,SLC,Standard local currency units per USD,MYR,Malaysian Ringgit,1990,1990,7021,Annual value,,2.704875000000,X
MYS,1991-01-01,1991-12-31,131,'458,Malaysia,SLC,Standard local currency units per USD,MYR,Malaysian Ringgit,1991,1991,7021,Annual value,,2.750066666700,X
